seqnames	start	end	width	strand	Median
2	28000001	29000000	1000000	*	0.0302181675104783
2	29000001	30000000	1000000	*	0.0897622855898129
2	30000001	31000000	1000000	*	0.0658583655441329
2	31000001	32000000	1000000	*	NA
2	32000001	33000000	1000000	*	-0.03149090829863
2	33000001	34000000	1000000	*	NA
2	34000001	35000000	1000000	*	-0.00139966287433503
2	35000001	36000000	1000000	*	0.00130030786491544
2	36000001	37000000	1000000	*	0.0507016028407871
2	37000001	38000000	1000000	*	0.0144225398731832
2	38000001	39000000	1000000	*	0.00337485433275811
2	39000001	40000000	1000000	*	0.0251370564656956
2	40000001	41000000	1000000	*	0.0420185890699053
2	41000001	42000000	1000000	*	0.0273835398591708
2	42000001	43000000	1000000	*	0.0297466391806573
2	43000001	44000000	1000000	*	-0.00893348011192034
2	44000001	45000000	1000000	*	0.0167126398047773
2	45000001	46000000	1000000	*	0.0773268517238105
2	46000001	47000000	1000000	*	0.0626112981711766
2	47000001	48000000	1000000	*	0.0483082760292737
2	48000001	49000000	1000000	*	-0.0347857004103782
2	49000001	50000000	1000000	*	0.0276660222247095
2	50000001	51000000	1000000	*	0.0427915444524291
2	51000001	52000000	1000000	*	0.00577265150927157
2	52000001	53000000	1000000	*	-0.0354860918602925
2	53000001	54000000	1000000	*	0.00869262549215273
2	54000001	55000000	1000000	*	0.00624272867347184
2	55000001	56000000	1000000	*	-0.0209354043950404
2	56000001	57000000	1000000	*	0.00722987001138298
2	57000001	58000000	1000000	*	0.00429300795645444
2	58000001	59000000	1000000	*	0.0727921427188718
2	59000001	60000000	1000000	*	0.0997914007847736
2	60000001	61000000	1000000	*	0.0565411133012484
2	61000001	62000000	1000000	*	-0.0212820770630118
2	62000001	63000000	1000000	*	0.0138709603794222
2	63000001	64000000	1000000	*	0.055424348362553
2	64000001	65000000	1000000	*	-0.0277634160083646
2	65000001	66000000	1000000	*	0.0142840994667714
2	66000001	67000000	1000000	*	0.0448079316980448
2	67000001	68000000	1000000	*	0.0871288496271746
2	68000001	69000000	1000000	*	-0.00774670943543539
2	69000001	70000000	1000000	*	0.0272482697131997
2	70000001	71000000	1000000	*	-0.0272823904073965
2	71000001	72000000	1000000	*	0.0269507615618177
2	72000001	73000000	1000000	*	0.0715944383180491
2	73000001	74000000	1000000	*	0.0228091761592572
2	74000001	75000000	1000000	*	-0.0573637313905563
2	75000001	76000000	1000000	*	0.03590527539467
2	76000001	77000000	1000000	*	-0.00353762844429319
2	77000001	78000000	1000000	*	-0.0374798290625707
2	78000001	79000000	1000000	*	0.0046416416600993
2	79000001	80000000	1000000	*	0.00993481967678969
2	80000001	81000000	1000000	*	0.000809356943783854
2	81000001	82000000	1000000	*	0.00366189004299233
2	82000001	83000000	1000000	*	0.0355277397312117
2	83000001	84000000	1000000	*	0.000186195094295738
2	84000001	85000000	1000000	*	0.0348374834005898
2	85000001	86000000	1000000	*	-0.0220380281082708
2	86000001	87000000	1000000	*	-0.0339226838379932
2	87000001	88000000	1000000	*	NA
2	88000001	89000000	1000000	*	-0.265322506672112
2	89000001	90000000	1000000	*	NA
2	90000001	91000000	1000000	*	NA
2	91000001	92000000	1000000	*	NA
2	96000001	97000000	1000000	*	-0.22635670887809
2	97000001	98000000	1000000	*	-0.133754684564643
2	98000001	99000000	1000000	*	-0.168645879046228
2	99000001	100000000	1000000	*	0.0121214042536602
2	100000001	101000000	1000000	*	0.0505501120397056
2	101000001	102000000	1000000	*	0.0259260762415261
2	102000001	103000000	1000000	*	0.0406579154541655
2	103000001	104000000	1000000	*	0.0444735270021492
2	104000001	105000000	1000000	*	0.0206930357807222
2	105000001	106000000	1000000	*	0.0502848507780713
2	106000001	107000000	1000000	*	0.00962861533023801
2	107000001	108000000	1000000	*	-0.00751754167512747
2	108000001	109000000	1000000	*	0.00254107015160585
2	109000001	110000000	1000000	*	0.0432369081092396
2	110000001	111000000	1000000	*	NA
2	111000001	112000000	1000000	*	-0.521406997367606
2	112000001	113000000	1000000	*	-0.345167967819833
2	113000001	114000000	1000000	*	-0.0784773335698173
2	114000001	115000000	1000000	*	-0.134871850279847
2	115000001	116000000	1000000	*	-0.00942420278946192
2	116000001	117000000	1000000	*	-0.0218119337432888
2	117000001	118000000	1000000	*	-0.0303823969147937
2	118000001	119000000	1000000	*	-0.0308106532220546
2	119000001	120000000	1000000	*	0.0613322436222493
2	120000001	121000000	1000000	*	0.0426624947639819
2	121000001	122000000	1000000	*	0.15699030226362
2	122000001	123000000	1000000	*	0.0258273641677502
2	123000001	124000000	1000000	*	0.0364472041870174
2	124000001	125000000	1000000	*	0.0370502397740598
2	125000001	126000000	1000000	*	-0.0324551221357677
2	126000001	127000000	1000000	*	-0.0323078769126328
2	127000001	128000000	1000000	*	0.0642110576604169
2	128000001	129000000	1000000	*	-0.0270974114769186
2	129000001	130000000	1000000	*	0.0739479301849334
2	130000001	131000000	1000000	*	-0.0448131856827555
2	131000001	132000000	1000000	*	-0.351782332125674
2	132000001	133000000	1000000	*	-0.0261648793337252
2	133000001	134000000	1000000	*	0.245632307246045
2	134000001	135000000	1000000	*	-0.00281950243085515
2	135000001	136000000	1000000	*	0.00140081361948821
2	136000001	137000000	1000000	*	-0.000493376249719184
2	137000001	138000000	1000000	*	0.0101291506279097
2	138000001	139000000	1000000	*	0.0155384857865141
2	139000001	140000000	1000000	*	0.0344204141174162
2	140000001	141000000	1000000	*	-0.0205585314821113
2	141000001	142000000	1000000	*	0.00436121157450179
2	142000001	143000000	1000000	*	0.0202289161323313
2	143000001	144000000	1000000	*	0.0274200439682457
2	144000001	145000000	1000000	*	0.0486718549674271
2	145000001	146000000	1000000	*	0.0160306731625739
2	146000001	147000000	1000000	*	0.0761783583760775
2	147000001	148000000	1000000	*	0.0386642747144606
2	148000001	149000000	1000000	*	0.0336576472681281
2	149000001	150000000	1000000	*	NA
2	150000001	151000000	1000000	*	-0.00711359334975741
2	151000001	152000000	1000000	*	0.00215433231673793
2	152000001	153000000	1000000	*	-0.035793324436941
2	153000001	154000000	1000000	*	-0.0126763811833876
2	154000001	155000000	1000000	*	-0.0135431769073422
2	155000001	156000000	1000000	*	0.0333204973649429
2	156000001	157000000	1000000	*	0.022730042311971
2	157000001	158000000	1000000	*	-0.0060245731975231
2	158000001	159000000	1000000	*	-0.00465721635809145
2	159000001	160000000	1000000	*	0.0203656535538251
2	160000001	161000000	1000000	*	0.0144188604902408
2	161000001	162000000	1000000	*	0.0232202998278689
2	162000001	163000000	1000000	*	0.180734055358192
2	163000001	164000000	1000000	*	0.0221843649368708
2	164000001	165000000	1000000	*	0.00804515419610788
2	165000001	166000000	1000000	*	0.0411367244765791
2	166000001	167000000	1000000	*	0.0375951328204846
2	167000001	168000000	1000000	*	0.0453741824946327
2	168000001	169000000	1000000	*	0.0321059225954449
2	169000001	170000000	1000000	*	0.0457068628753143
2	170000001	171000000	1000000	*	0.0173691389267391
2	171000001	172000000	1000000	*	0.0336424341851158
2	172000001	173000000	1000000	*	0.00381390973931729
2	173000001	174000000	1000000	*	0.0273182007986538
2	174000001	175000000	1000000	*	0.0344663778746682
2	175000001	176000000	1000000	*	-0.00633998270224847
2	176000001	177000000	1000000	*	0.00552882450926505
2	177000001	178000000	1000000	*	0.057892225581386
2	178000001	179000000	1000000	*	-0.00905293537740166
2	179000001	180000000	1000000	*	0.00344149223225123
2	180000001	181000000	1000000	*	0.0262832488714422
2	181000001	182000000	1000000	*	0.0330892566417408
2	182000001	183000000	1000000	*	0.0372691828292734
2	183000001	184000000	1000000	*	0.0257601981307633
2	184000001	185000000	1000000	*	-0.0238230495273152
2	185000001	186000000	1000000	*	NA
2	186000001	187000000	1000000	*	0.00434031578799652
2	187000001	188000000	1000000	*	0.0251260249966745
2	188000001	189000000	1000000	*	0.0251032433910575
2	189000001	190000000	1000000	*	0.0207738733109389
2	190000001	191000000	1000000	*	0.0213291960333006
2	191000001	192000000	1000000	*	0.00769489396588347
2	192000001	193000000	1000000	*	0.0202979989552916
2	193000001	194000000	1000000	*	0.00853109255157157
2	194000001	195000000	1000000	*	-0.0178851230265161
2	195000001	196000000	1000000	*	-0.00869662564031977
2	196000001	197000000	1000000	*	0.0221284536217246
2	197000001	198000000	1000000	*	0.0251962341369531
2	198000001	199000000	1000000	*	-0.0358815861530801
2	199000001	200000000	1000000	*	0.0297197374640356
2	200000001	201000000	1000000	*	0.0241498147310157
2	201000001	202000000	1000000	*	-0.0246459832576611
2	202000001	203000000	1000000	*	0.00484852303831917
2	203000001	204000000	1000000	*	-0.0321064824605176
2	204000001	205000000	1000000	*	0.0320883803888518
2	205000001	206000000	1000000	*	0.0362200608485207
2	206000001	207000000	1000000	*	0.0255871639542176
2	207000001	208000000	1000000	*	0.0102770874272391
2	208000001	209000000	1000000	*	-0.0129964092341999
2	209000001	210000000	1000000	*	0.00443504060216179
2	210000001	211000000	1000000	*	0.0201673713732047
2	211000001	212000000	1000000	*	0.0169821058256467
2	212000001	213000000	1000000	*	-0.00625109016656956
2	213000001	214000000	1000000	*	0.0593076546280191
2	214000001	215000000	1000000	*	0.0100271358932639
2	215000001	216000000	1000000	*	-0.0024815940559181
2	216000001	217000000	1000000	*	0.0269273161440655
2	217000001	218000000	1000000	*	0.0647203529466863
2	218000001	219000000	1000000	*	0.0809340897349025
2	219000001	220000000	1000000	*	-0.0365968509875524
2	220000001	221000000	1000000	*	0.00151018103023574
2	221000001	222000000	1000000	*	0.00916581207743826
2	222000001	223000000	1000000	*	0.0214995601772356
2	223000001	224000000	1000000	*	0.00133831449794939
2	224000001	225000000	1000000	*	0.00382585094902842
2	225000001	226000000	1000000	*	0.0185031849290743
2	226000001	227000000	1000000	*	0.000951575919927294
2	227000001	228000000	1000000	*	0.0143493961972404
2	228000001	229000000	1000000	*	-0.0119660810306623
2	229000001	230000000	1000000	*	-0.0565277180556569
2	230000001	231000000	1000000	*	0.0107463994940643
2	231000001	232000000	1000000	*	0.0172410751158338
2	232000001	233000000	1000000	*	0.00528016319035383
2	233000001	234000000	1000000	*	0.0444623098422013
2	234000001	235000000	1000000	*	NA
2	235000001	236000000	1000000	*	0.0829993004525917
2	236000001	237000000	1000000	*	0.0692685654603436
2	237000001	238000000	1000000	*	0.0733647049659309
2	238000001	239000000	1000000	*	0.0300476003776239
2	239000001	240000000	1000000	*	NA
2	240000001	241000000	1000000	*	NA
2	241000001	242000000	1000000	*	0.156886107475433
2	242000001	243000000	1000000	*	0.0548676071760079
2	243000001	244000000	1000000	*	NA
3	1	1000000	1000000	*	NA
3	1000001	2000000	1000000	*	-0.0350894316653515
3	2000001	3000000	1000000	*	-0.0368315409942805
3	3000001	4000000	1000000	*	0.0184769712164213
3	4000001	5000000	1000000	*	-0.0296245519681864
3	5000001	6000000	1000000	*	0.0296780346230006
3	6000001	7000000	1000000	*	0.0196416284910915
3	7000001	8000000	1000000	*	0.0589301735965088
3	8000001	9000000	1000000	*	0.0410595962616946
3	9000001	10000000	1000000	*	0.00377679815034834
3	10000001	11000000	1000000	*	0.0563952921049472
3	11000001	12000000	1000000	*	0.0330491765859631
3	12000001	13000000	1000000	*	0.0232093882013566
3	13000001	14000000	1000000	*	0.141079456926872
3	14000001	15000000	1000000	*	0.0434325795161279
3	15000001	16000000	1000000	*	-0.00418410189606062
3	16000001	17000000	1000000	*	0.0554915841056939
3	17000001	18000000	1000000	*	0.0369977385136494
3	18000001	19000000	1000000	*	0.0660758397559034
3	19000001	20000000	1000000	*	0.00490162026656761
3	20000001	21000000	1000000	*	-0.0312502640417807
3	21000001	22000000	1000000	*	0.00291635216079934
3	22000001	23000000	1000000	*	0.0423142820290447
3	23000001	24000000	1000000	*	0.040694519705702
3	24000001	25000000	1000000	*	0.0435663565008106
3	25000001	26000000	1000000	*	0.0206443973611976
3	26000001	27000000	1000000	*	-0.053268690030437
3	27000001	28000000	1000000	*	-0.0042892968343308
3	28000001	29000000	1000000	*	-0.00716794870605826
3	29000001	30000000	1000000	*	0.00903247868988145
3	30000001	31000000	1000000	*	0.049816517687658
3	31000001	32000000	1000000	*	0.0744795566582566
3	32000001	33000000	1000000	*	-0.00461801612402968
3	33000001	34000000	1000000	*	0.0117092295032857
3	34000001	35000000	1000000	*	0.028156163392114
3	35000001	36000000	1000000	*	0.0275692811196143
3	36000001	37000000	1000000	*	0.0582459297606671
3	37000001	38000000	1000000	*	0.0182751727463188
3	38000001	39000000	1000000	*	0.0491827028194694
3	39000001	40000000	1000000	*	0.0358620480835042
3	40000001	41000000	1000000	*	0.0400375375575283
3	41000001	42000000	1000000	*	0.0535437394355406
3	42000001	43000000	1000000	*	0.0253371981039225
3	43000001	44000000	1000000	*	0.0315621277154608
3	44000001	45000000	1000000	*	0.0234031449403779
3	45000001	46000000	1000000	*	0.0447471895711513
3	46000001	47000000	1000000	*	0.033965864347336
3	47000001	48000000	1000000	*	-0.0417981665819579
3	48000001	49000000	1000000	*	-0.0294840959690417
3	49000001	50000000	1000000	*	-0.00184451242929652
3	50000001	51000000	1000000	*	0.0451315535582268
3	51000001	52000000	1000000	*	0.021271282696109
3	52000001	53000000	1000000	*	0.0448080261520834
3	53000001	54000000	1000000	*	0.00742028408578172
3	54000001	55000000	1000000	*	0.0495475201513156
3	55000001	56000000	1000000	*	0.0230417749498743
3	56000001	57000000	1000000	*	0.0269243487257639
3	57000001	58000000	1000000	*	0.00486391650891486
3	58000001	59000000	1000000	*	0.0306870782504061
3	59000001	60000000	1000000	*	0.0793098269903011
3	60000001	61000000	1000000	*	NA
3	61000001	62000000	1000000	*	0.0300194445751615
3	62000001	63000000	1000000	*	0.0221658658922975
3	63000001	64000000	1000000	*	-0.0169215710725262
3	64000001	65000000	1000000	*	0.0401752356282883
3	65000001	66000000	1000000	*	-0.00925413769263868
3	66000001	67000000	1000000	*	NA
3	67000001	68000000	1000000	*	0.0204541615276585
3	68000001	69000000	1000000	*	-0.00169329598815454
3	69000001	70000000	1000000	*	0.02926006914739
3	70000001	71000000	1000000	*	0.066220106480826
3	71000001	72000000	1000000	*	-0.00410621073581251
3	72000001	73000000	1000000	*	0.0289113526388225
3	73000001	74000000	1000000	*	0.0247627170822796
3	74000001	75000000	1000000	*	-0.0137239649460018
3	75000001	76000000	1000000	*	-0.239604465251892
3	76000001	77000000	1000000	*	0.00323236771691598
3	77000001	78000000	1000000	*	-0.0030820526891008
3	78000001	79000000	1000000	*	-0.00558311836128491
3	79000001	80000000	1000000	*	-0.00475299410353634
3	80000001	81000000	1000000	*	-0.0165622191577795
3	81000001	82000000	1000000	*	0.00636644274777965
3	82000001	83000000	1000000	*	-0.00373583430775157
3	83000001	84000000	1000000	*	NA
